ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
4626.0,613.0941363049174,0.0,925.0,14793.0
8589.0,812.297066777169,2.0,2387.0,137842.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
ga:source,ga:pageviews,ga:bounceRate,ga:transactions,ga:sessions,ga:impressions
8589.0,812.297066777169,2.0,2387.0,137842.0
4626.0,613.0941363049174,0.0,925.0,14793.0
